run_id,status,final_lat_deg,final_long_deg,final_alt_m,max_mach,max_nz
207,SUCCESS,37.347424059927484,-115.7971791248645,16429.986341654323,2.3770561776441674,0.08536092803777531
222,SUCCESS,37.36116238203251,-115.80184887700536,15042.130503281951,2.419634250169288,0.3618960020653204
223,SUCCESS,37.363570403857935,-115.79776905887795,15055.57970271632,2.405347745797079,0.32593384631627825
225,SUCCESS,37.3578674676995,-115.7957179711522,14989.084320046939,2.403100102271466,0.8670879133818035
224,SUCCESS,37.34963757494711,-115.80709389938377,15080.169988780282,2.3726644915538113,0.39417234150600367
226,SUCCESS,37.375625197585414,-115.7977018589951,15047.298787920736,2.397037731421162,0.7012391701435694
221,SUCCESS,37.34912153035346,-115.79788630424098,16320.830382459797,2.40522947411243,0.2445901870055992
229,SUCCESS,37.37459104429096,-115.77930809446534,15037.486508974805,2.4026077814971973,0.25003482854677667
230,SUCCESS,37.33863622781401,-115.78168508287922,15123.450617264956,2.4087295589836373,0.13272054426623994
227,SUCCESS,37.35327253931012,-115.78028941277758,16154.20986462105,2.4022026317496072,0.11072722406724257
232,SUCCESS,37.35002721788221,-115.79250490633974,15053.857696800493,2.3883314406717133,0.3353778047612204
228,SUCCESS,37.369918560205754,-115.81677719316878,15754.290937657468,2.4127131471019703,0.13200305757332945
234,SUCCESS,37.35412871670558,-115.7910927388002,14920.262670042925,2.4081879161907573,0.2784926987933904
235,SUCCESS,37.36152346776037,-115.79559269752048,15195.99781849794,2.4004052803738847,0.27696808560541064
236,SUCCESS,37.358256127866184,-115.79963267527104,14918.832935117185,2.4095056181643337,0.5161535306128174
231,SUCCESS,37.357153616904185,-115.79745674288556,16226.333585146815,2.4041794341085523,0.08752853270766878
233,SUCCESS,37.34519323786994,-115.8068137840859,16089.350597191602,2.408813637263656,0.09781606889075416
239,SUCCESS,37.35822862281055,-115.79463720526459,15070.946756349877,2.3923797207315944,0.21273600327494682
240,SUCCESS,37.365120066428986,-115.79573840301589,14838.313332431018,2.3941767266596385,0.33576528216057966
237,SUCCESS,37.358651273319715,-115.78989885830863,16329.770847892389,2.408297432969194,0.0861123132831299
242,SUCCESS,37.352201534836624,-115.79739173146953,15041.926215079613,2.396424805959171,0.2601943903940722
243,SUCCESS,37.34719461721257,-115.823649191042,14965.827267334796,2.4063287626564263,0.2619316586809224
238,SUCCESS,37.363598684985014,-115.79200917933957,16192.030015520751,2.398955214066809,0.1361250532965802
244,SUCCESS,37.3656696652725,-115.80443427472484,15132.760658178478,2.3943744809010687,0.34212959847780494
246,SUCCESS,37.37244205060507,-115.80671124683089,15049.731399600394,2.4087355171116114,0.2274040123119847
241,SUCCESS,37.36508301296154,-115.78904720427609,16452.966904003173,2.41273705233253,0.18160394416616657
248,SUCCESS,37.37650743437547,-115.79750294761563,15158.436522912234,2.398481798651295,0.16140863655426133
249,SUCCESS,37.35742888465212,-115.81530784989039,15017.506728485227,2.414276138814925,0.2331023085807923
250,SUCCESS,37.34907886802054,-115.80127642386421,15029.53206345532,2.392998783952189,0.18301500121502223
251,SUCCESS,37.33341891471348,-115.8000102844303,15147.987816336565,2.392118008232561,0.23079424808898058
245,SUCCESS,37.374699574762374,-115.82096805043645,16159.241363491863,2.397672325789441,0.08324523692038407
252,SUCCESS,37.34911308075989,-115.79927867498924,15244.50342689734,2.399885015103033,0.17489159062414308
253,SUCCESS,37.35402862245691,-115.78616526783289,14960.340453825891,2.4087157287128007,0.2695776980255617
247,SUCCESS,37.350657021691745,-115.80657991900642,16284.525871627033,2.407439130080671,0.19675789969874816
254,SUCCESS,37.35385198546423,-115.79262219063448,14749.202209915034,2.4224419279785567,0.12035407844380822
256,SUCCESS,37.37320349464476,-115.80716005096525,14949.95655713696,2.401043029286177,0.1785916374237987
258,SUCCESS,37.37393954646404,-115.80686408247075,15018.61865383666,2.4024408202732173,0.2008865288517034
259,SUCCESS,37.349729220150245,-115.7882278376786,15141.742489374243,2.393669790307625,0.2255508649188214
260,SUCCESS,37.350390133545964,-115.8053165289336,15099.779300775379,2.398582856926584,0.2215393237274305
261,SUCCESS,37.35939301837896,-115.8124580795846,15154.220667447895,2.39932954806565,0.33814885331888883
255,SUCCESS,37.36274391010312,-115.8098029956288,16265.605927755125,2.3848658813800268,0.1036231000120199
262,SUCCESS,37.35886210264887,-115.79596778523397,14965.305939088576,2.415151456895566,0.34216979489228116
263,SUCCESS,37.363155621766474,-115.79797838845856,15113.608259086497,2.415188843531764,0.8109566684494501
257,SUCCESS,37.360849506798566,-115.79689018984386,16118.669150835834,2.413566083638877,0.15911292887245088
266,SUCCESS,37.362954565418164,-115.79231334385176,14849.833873831667,2.395632214648222,0.37597844102127964
267,SUCCESS,37.37296234441771,-115.79439663003262,14912.481697762385,2.40407669307909,0.3360627930022143
268,SUCCESS,37.35704537539655,-115.81480196252399,14985.26920742914,2.404549223614991,0.3465083556958192
